SMILES,SELFIES,Molecular_Weight,LogP,Solubility
COc1cc2nc(N3CCC(C(=O)NCCc4ccccc4)CC3)nc(N)c2cc1OC,[C][O][C][=C][C][=N][C][Branch2][Ring1][#Branch2][N][C][C][C][Branch1][S][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][P][=N][C][Branch1][C][N][=C][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][N][O][C],435.52800000000025,2.804500000000001,102.6
COc1cc2nc(N3CCC(C(=O)NCc4ccccc4)CC3)nc(N)c2cc1OC,[C][O][C][=C][C][=N][C][Branch2][Ring1][=Branch2][N][C][C][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][S][=N][C][Branch1][C][N][=C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][O][O][C],421.50100000000026,2.7620000000000005,102.6
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cl)ccc1-2,[C][C][O][C][=Branch1][C][=O][C][N][=C][N][C][=Ring1][Branch1][C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Ring1][=C],319.748,2.2880000000000003,64.43
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,[C][C][O][C][=Branch1][C][=O][C][N][=C][N][C][=Ring1][Branch1][C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][Ring1][=C],303.293,1.7736999999999998,64.43
NC(=O)c1cc(-c2ccccc2)nnc1Cl,[N][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][=C][Ring1][N][Cl],233.658,1.8959,68.87
CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)C(F)(F)F,[C][C][C][N][Branch2][Branch2][#Branch1][N][C][=Branch1][C][=O][C@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][=C][N][C][=Branch1][C][=O][C@@H1][Branch2][Branch1][S][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][Branch1][C][C][=O][C@@H1][Branch1][C][C][O][C][Branch1][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],967.9500000000002,-2.754800000000002,376.44999999999993
CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)S(=O)(=O)CCl,[C][C][C][N][Branch2][Branch2][#Branch1][N][C][=Branch1][C][=O][C@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][=C][N][C][=Branch1][C][=O][C@@H1][Branch2][Branch1][S][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][Branch1][C][C][=O][C@@H1][Branch1][C][C][O][C][Branch1][C][C][C][C][Branch1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][Cl],984.48,-3.3176000000000014,393.5199999999999
CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O)[C@@H](C)O,[C][C][C][N][Branch2][Branch2][#Branch1][N][C][=Branch1][C][=O][C@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][=C][N][C][=Branch1][C][=O][C@@H1][Branch2][Branch1][S][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][Branch1][C][C][=O][C@@H1][Branch1][C][C][O][C][Branch1][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][=N][C][=Branch1][C][=O][N][C@@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][O][C@@H1][Branch1][C][C][O][C@@H1][Branch1][C][C][O],1958.1350000000011,-7.87049999999997,801.5400000000001
O=C1N(CN2CCCC2)c2ccccc2C12OCCO2,[O][=C][N][Branch1][=Branch2][C][N][C][C][C][C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][O][C][C][O][Ring1][Branch1],274.32000000000005,1.2860999999999998,42.010000000000005
COc1cc2c(cc1C)CC(N)C2,[C][O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][C][C][Branch1][C][N][C][Ring1][=Branch2],177.24699999999996,1.4295200000000001,35.25
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2ccc(F)cc2)cc1,[C][#C][C][N][Branch2][Ring1][=Branch1][C][C][=C][C][=C][N][=C][Branch1][C][C][N][=C][Branch1][C][O][C][Ring1][Branch2][=C][Ring1][N][C][=C][C][=C][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Ring2],498.5140000000001,3.9784200000000025,115.64999999999999
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NC)cc1,[C][#C][C][N][Branch2][Ring1][=Branch1][C][C][=C][C][=C][N][=C][Branch1][C][C][N][=C][Branch1][C][O][C][Ring1][Branch2][=C][Ring1][N][C][=C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][N][C][C][=C][Ring1][#Branch2],360.41700000000003,2.6432200000000003,78.35
CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)cn3)cccc12,[C][N][Branch1][C][C][C][=C][C][=C][C][=C][Branch2][Ring1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=C][Branch1][C][Br][C][=N][Ring1][#Branch1][C][=C][C][=C][Ring2][Ring1][Branch1][Ring1][P],407.293,3.259100000000001,75.19
CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCN(C)C)cc1)c1ccccc1,[C][C][/C][=Branch2][Ring2][C][=C][Branch1][N][\C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][#Branch2][O][C][C][C][N][Branch1][C][C][C][C][=C][Ring1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1],511.4470000000003,6.990800000000008,12.47
CCOC(=O)CNC(=O)c1cc(-c2ccncc2)nnc1Cl,[C][C][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=N][N][=C][Ring1][N][Cl],320.736,1.4848999999999999,94.07
O=C(NCc1ccc(Cl)cc1Cl)c1cc(-c2ccncc2)nnc1Cl,[O][=C][Branch1][#C][N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][=C][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=N][N][=C][Ring1][N][Cl],393.66100000000006,4.4288000000000025,67.77000000000001
COc1cccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)cc1=O,[C][O][C][=C][C][=C][C][Branch2][Ring1][=N][C][=C][C][=C][Branch2][Ring1][C][N][C][C][Branch1][Branch2][C][N][C][Branch1][C][C][=O][O][C][Ring1][#Branch2][=O][C][=C][Ring1][P][=C][C][Ring2][Ring1][Branch2][=O],368.3890000000001,2.1837,84.94
C/C=C(/C)C(=O)O[C@@]12C[C@@H](C)[C@]3(O)C4C=C(C)C(=O)[C@@]4(O)CC(CO)=C[C@H]3[C@@H]1C2(C)C,[C][/C][=C][Branch1][C][/C][C][=Branch1][C][=O][O][C@@][C][C@@H1][Branch1][C][C][C@][Branch1][C][O][C][C][=C][Branch1][C][C][C][=Branch1][C][=O][C@@][Ring1][#Branch1][Branch1][C][O][C][C][Branch1][Ring1][C][O][=C][C@H1][Ring1][S][C@@H1][Ring2][Ring1][Branch1][C][Ring2][Ring1][=Branch1][Branch1][C][C][C],430.5410000000002,2.476400000000001,104.06
CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O)[C@@H](C)O,[C][C][C][N][Branch2][#Branch1][P][N][C][=Branch1][C][=O][C@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][Branch2][N][C][=Branch1][C][=O][C@@H1][Branch2][Branch1][#Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch1][S][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][=Branch1][C][=O][O][C@@H1][Branch1][C][C][O][C][Branch1][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][=N][C][=Branch1][C][=O][N][C@@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][O][C@@H1][Branch1][C][C][O][C@@H1][Branch1][C][C][O],1916.0980000000009,-8.047899999999977,798.46
CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(C)C)C(=O)Oc1ccc([N+](=O)[O-])cc1,[C][C][C][N][Branch2][Ring2][=N][N][C][=Branch1][C][=O][C@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Branch1][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],576.6510000000003,2.1293000000000024,180.28999999999996
CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)C(C)C)C(C)C)C(=O)Oc1ccc([N+](=O)[O-])cc1,[C][C][C][N][Branch2][Branch1][N][N][C][=Branch1][C][=O][C@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][Branch1][C][C][=O][C][Branch1][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],691.7390000000001,1.0888000000000069,246.68999999999994
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)Nc2ccccc2)cc1,[C][#C][C][N][Branch2][Ring1][=Branch1][C][C][=C][C][=C][N][=C][Branch1][C][C][N][=C][Branch1][C][O][C][Ring1][Branch2][=C][Ring1][N][C][=C][C][=C][Branch1][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#C],422.48800000000006,4.535920000000003,78.35
O=C1Nc2ccc(Cl)cc2C12OCCO2,[O][=C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring1][#Branch2][O][C][C][O][Ring1][Branch1],225.63099999999994,1.4916999999999998,47.56
O=C1N(Cc2ccccc2)c2ccccc2C12OCCO2,[O][=C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][S][O][C][C][O][Ring1][Branch1],281.31100000000004,2.4330000000000007,38.77
Cc1ccc2c(c1)C1(OCCO1)C(=O)N2,[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][#Branch1][O][C][C][O][Ring1][Branch1][C][=Branch1][C][=O][N][Ring1][O],205.21299999999997,1.1467199999999997,47.56
Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2Cl)on1,[C][C][C][=C][Branch2][Ring1][=Branch2][C][C][C][C][C][O][C][=C][C][=C][Branch1][Branch2][C][=N][C][C][O][Ring1][Branch1][C][=C][Ring1][O][Cl][O][N][=Ring2][Ring1][#Branch1],348.8300000000001,4.205020000000004,56.85
Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2)on1,[C][C][C][=C][Branch2][Ring1][Branch2][C][C][C][C][C][O][C][=C][C][=C][Branch1][Branch2][C][=N][C][C][O][Ring1][Branch1][C][=C][Ring1][O][O][N][=Ring2][Ring1][=Branch1],314.38500000000005,3.5516200000000024,56.85
C=C(C)[C@]12C[C@@H](C)[C@@]34OC(Cc5ccccc5)(O[C@@H]1C3C=C(CO)C[C@]1(O)C(=O)C(C)=CC41)O2,[C][=C][Branch1][C][C][C@][C][C@@H1][Branch1][C][C][C@@][O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch2][Ring2][C][O][C@@H1][Ring1][S][C][Ring1][=N][C][=C][Branch1][Ring1][C][O][C][C@][Branch1][C][O][C][=Branch1][C][=O][C][Branch1][C][C][=C][C][Ring2][Ring1][#Branch2][Ring1][Branch2][O][Ring2][Ring1][#C],464.5580000000003,3.236900000000002,85.22000000000001
OCCOCOCc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,[O][C][C][O][C][O][C][C][C][=C][Branch2][Ring1][N][C][C][C][C][C][O][C][=C][Branch1][C][Cl][C][=C][Branch1][Branch2][C][=N][C][C][O][Ring1][Branch1][C][=C][Ring1][N][Cl][O][N][=Ring2][Ring1][Branch2],473.3530000000001,4.033000000000003,95.54
CCN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)CC1(C)CCc2c(C)c(O)c(C)c(C)c2O1,[C][C][N][Branch2][Ring1][#Branch2][C][C][O][C][=C][C][=C][Branch1][=N][/C][=C][\S][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][Ring1][=C][C][C][Branch1][C][C][C][C][C][=C][Branch1][C][C][C][Branch1][C][O][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][#Branch2][O][Ring1][#C],510.65600000000046,5.125960000000005,88.10000000000001
Nc1nc(N)c2nc(Sc3cccc4ccccc34)cnc2n1,[N][C][=N][C][Branch1][C][N][=C][N][=C][Branch1][S][S][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=N][C][Ring1][P][=N][Ring2][Ring1][=Branch1],320.3810000000001,2.888600000000001,103.6
Cc1c(C)c2c(c(C)c1O)C(COc1ccc(CC3SC(=O)NC3=O)cc1)C(C)(C)O2,[C][C][=C][Branch1][C][C][C][=C][Branch1][=Branch2][C][Branch1][C][C][=C][Ring1][Branch2][O][C][Branch2][Ring1][=Branch2][C][O][C][=C][C][=C][Branch1][=N][C][C][S][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][Ring1][=C][C][Branch1][C][C][Branch1][C][C][O][Ring2][Ring1][O],441.54900000000015,4.545160000000004,84.86
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,[C][C][=C][Branch1][C][C][C][=C][Branch1][=Branch2][C][Branch1][C][C][=C][Ring1][Branch2][O][C][C][C][Branch1][C][C][Branch2][Ring1][=Branch2][C][O][C][=C][C][=C][Branch1][=N][C][C][S][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][Ring1][=C][O][Ring2][Ring1][O],441.54900000000015,4.374260000000002,84.86
CCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OC(Cl)C(Cl)(Cl)Cl,[C][C][N][Branch2][Branch2][#Branch1][N][C][=Branch1][C][=O][C@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][=C][N][C][=Branch1][C][=O][C@@H1][Branch2][Branch1][S][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][Branch1][C][C][=O][C@@H1][Branch1][C][C][O][C][Branch1][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][Cl][C][Branch1][C][Cl][Branch1][C][Cl][Cl],1067.759,-1.1620999999999915,385.67999999999995
CCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Oc1ccc([N+](=O)[O-])cc1,[C][C][N][Branch2][Branch2][#Branch1][N][C][=Branch1][C][=O][C@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][=C][N][C][=Branch1][C][=O][C@@H1][Branch2][Branch1][S][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][Branch1][C][C][=O][C@@H1][Branch1][C][C][O][C][Branch1][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],1023.0200000000001,-2.1266000000000016,428.81999999999994
Cc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,[C][C][C][=C][Branch2][Ring1][N][C][C][C][C][C][O][C][=C][Branch1][C][Cl][C][=C][Branch1][Branch2][C][=N][C][C][O][Ring1][Branch1][C][=C][Ring1][N][Cl][O][N][=Ring2][Ring1][Branch2],383.27500000000015,4.858420000000004,56.85
COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCCCC1,[C][O][C][=Branch1][C][=O][C][C][/C][=C][\C][C][C@H1][C][=Branch1][C][=O][C][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch1][/C][=C][/C][C][Branch1][C][C][Branch1][C][O][C][C][C][C][C][C][C][C][Ring1][=Branch1],434.6170000000004,4.899900000000005,83.83000000000001
Cc1cc(-c2nnn(C)n2)cc(C)c1OCCCCCc1cc(COCOCCO)no1,[C][C][=C][C][Branch1][O][C][N][=N][N][Branch1][C][C][N][=Ring1][=Branch1][=C][C][Branch1][C][C][=C][Ring1][=N][O][C][C][C][C][C][C][=C][C][Branch1][Branch2][C][O][C][O][C][C][O][=N][O][Ring1][N],445.5200000000003,2.756740000000001,117.55000000000001
CCN1CCN2CC(c3ccccc3)c3ccccc3C2C1,[C][C][N][C][C][N][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][S][C][Ring2][Ring1][Ring2],292.4260000000001,3.5107000000000026,6.48
CN1CCN2CC(c3ccc(N)cc3)c3ccccc3C2C1,[C][N][C][C][N][C][C][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][P][C][Ring2][Ring1][Branch1],293.41400000000004,2.7028000000000008,32.5
CN1CCN2CC(c3ccc(O)cc3)c3ccccc3C2C1,[C][N][C][C][N][C][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][P][C][Ring2][Ring1][Branch1],294.3980000000001,2.826200000000001,26.71
Clc1ccc(C2CC3CCC2N3)cn1,[Cl][C][=C][C][=C][Branch1][N][C][C][C][C][C][C][Ring1][=Branch1][N][Ring1][Branch1][C][=N][Ring1][=N],208.69199999999998,2.3428999999999993,24.92
COc1cc2nc(N3CCC(C(=O)N4CCOCC4)CC3)nc(N)c2cc1OC,[C][O][C][=C][C][=N][C][Branch2][Ring1][#Branch1][N][C][C][C][Branch1][=N][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][C][C][Ring1][=C][=N][C][Branch1][C][N][=C][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][=Branch2][O][C],401.4670000000002,1.3044000000000002,103.04
COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCCCCC1,[C][O][C][=Branch1][C][=O][C][C][/C][=C][\C][C][C@H1][C][=Branch1][C][=O][C][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch1][/C][=C][/C][C][Branch1][C][C][Branch1][C][O][C][C][C][C][C][C][C][C][C][Ring1][#Branch1],448.64400000000046,5.290000000000005,83.83000000000001
c1ccc(C2CN3CCNCC3c3ccccc32)cc1,[C][=C][C][=C][Branch2][Ring1][Branch1][C][C][N][C][C][N][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][C][=C][Ring2][Ring1][Ring2],264.372,2.7784000000000013,15.27
C=CCNc1ccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)ccc1=O,[C][=C][C][N][C][=C][C][=C][Branch2][Ring1][=N][C][=C][C][=C][Branch2][Ring1][C][N][C][C][Branch1][Branch2][C][N][C][Branch1][C][C][=O][O][C][Ring1][#Branch2][=O][C][=C][Ring1][P][C][=C][C][Ring2][Ring1][Branch2][=O],393.4430000000001,2.7730000000000006,87.73999999999998
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCCC)cc1,[C][#C][C][N][Branch2][Ring1][=Branch1][C][C][=C][C][=C][N][=C][Branch1][C][C][N][=C][Branch1][C][O][C][Ring1][Branch2][=C][Ring1][N][C][=C][C][=C][Branch1][=Branch2][C][=Branch1][C][=O][N][C][C][C][C][=C][Ring1][N],388.4710000000001,3.423420000000002,78.35
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccccc2[N+](=O)[O-])cc1,[C][#C][C][N][Branch2][Ring1][=Branch1][C][C][=C][C][=C][N][=C][Branch1][C][C][N][=C][Branch1][C][O][C][Ring1][Branch2][=C][Ring1][N][C][=C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring2][Ring1][Ring1],481.51200000000017,4.121820000000003,121.49000000000001
O=C(NCc1ccccc1)c1cc(-c2ccncc2)nnc1Cl,[O][=C][Branch1][O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=N][N][=C][Ring1][N][Cl],324.7710000000001,3.1220000000000017,67.77000000000001
CCCN(CCC)[C@H]1CCc2c(O)cccc2C1,[C][C][C][N][Branch1][Ring2][C][C][C][C@H1][C][C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][Ring1][O],247.38199999999998,3.371500000000002,23.47
COc1ccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)ccc1=O,[C][O][C][=C][C][=C][Branch2][Ring1][=N][C][=C][C][=C][Branch2][Ring1][C][N][C][C][Branch1][Branch2][C][N][C][Branch1][C][C][=O][O][C][Ring1][#Branch2][=O][C][=C][Ring1][P][C][=C][C][Ring2][Ring1][Branch2][=O],368.38900000000007,2.1837,84.94
